song_name,song_id,artists,album,duration_ms,explicit,artist_id,num_of_artists,danceability,energy,loudness,speechiness,tempo,song_title_en
Dream Catcher (feat. Charlotte Haining),1b0YdMX8EUf2Zg6VA5tz8Z,"['Rameses B', 'Charlotte Haining']",Dream Catcher,217356,False,06EfEcjc0vdvI6VNL0soIO,2,0.474122,0.942369,-2.84,0.142611,174.026,Dream Catcher (feat. Charlotte Haining)
Mi Vecinita,24Ys3m6hKQJlftrhCYSwgP,['Plan B'],Mi Vecinita,183320,False,2jSGzJw0ebJLu7OLVSOcBP,1,0.756561,0.835954,-4.435,0.07488,93.969,Mi Vecinita
Visionary,5baQLiHIcy4Fsslxhvfo5V,['Rameses B'],Visionary,297639,False,06EfEcjc0vdvI6VNL0soIO,1,0.536589,0.86597,-5.743,0.054478,87.503,Visionary
Minns Vad Du Sa,6D2ip633z0Au78yglXnMo1,['B C'],Minns Vad Du Sa,196500,False,0iieHSV4JrDQ4iXLGRgoHF,1,0.666028,0.684457,-8.488,0.027619,120.021,Minns Vad Du Sa
Desnúdate,0X4WNWyHdhcTmWRCalyVaI,['J Balvin'],La Familia B Sides,223106,False,1vyhD5VmyZ7KMfW5gqLgo5,1,0.756153,0.736829,-5.889,0.092773,92.036,Desnúdate
In Your Eyes - Henrik B Deep Mix,5OrR2iT1BMIS7xHxZTBFQ9,['Henrik B'],In Your Eyes (Remixes),360961,False,1qM7ddO1J0S7eGGnuVmEXn,1,0.828914,0.786407,-9.522,0.04856,119.998,In Your Eyes (Henrik B Deep Mix)
Mi Vecinita,4Yu2UoU9qNlYL9GeIH65P5,['Plan B'],Love and Sex,182160,False,2jSGzJw0ebJLu7OLVSOcBP,1,0.754098,0.81932,-4.426,0.051284,93.986,Mi Vecinita
"Adagio in B Minor, K. 540",4Xwx60tQYJubmNNGd0UBbF,['Walter Klien'],Mozart: Complete Works for Solo Piano (The VoxBox Edition),475773,False,2OQorEVvzvGCM4J4PHa6di,1,0.476862,0.014339,-28.947,0.07608,127.246,Adagio In B Minor K. 540
Loco,6pV8HES2JMIiLr2vHtc1MC,"['Joel Fletcher', 'Seany B']",Loco,202500,False,2Z4QqhmV5Xw5vX2ZI70HOR,2,0.725949,0.956979,-2.192,0.321811,128.042,Loco
She Loves You,7kqZ1ILc7vLzggsvXs5yXO,['The Gaslight Anthem'],The B-Sides,218920,False,7If8DXZN7mlGdQkLE2FaMo,1,0.519772,0.698251,-8.762,0.033358,92.016,She Loves You
Candy,2cRtuTadVm0JzoW4NNTIqI,['Plan B'],Love and Sex,207500,False,2jSGzJw0ebJLu7OLVSOcBP,1,0.897434,0.864373,-3.735,0.147358,95.981,Candy
Call Me King Kong B!T%H!!!,6W5NXkJKtf4Phf2tRRjvBp,"['Fatman Scoop', 'Dienvy']",Call Me King Kong B!T%H!!!,219250,True,15GGbJKqC6w0VYyAJtjej6,2,0.714248,0.964883,-5.256,0.115188,130.028,Call Me King Kong B!T%H!!!
Shake It off,6wJvWLrskWayzzHcxtvksw,['DJ Talia B'],"Get Fit, Vol. 1",218102,False,6QmfaGANUyQMaLK1L6VoDL,1,0.56908,0.785766,-5.886,0.176851,159.983,Shake It off
"Nocturnes, Op. 9: No. 1 in B-Flat Minor",28pG6tPeWdii8iGCXl4szW,"['Fr\xc3\xa9d\xc3\xa9ric Chopin', 'Adam Harasiewicz']",Chopin - Classical Masterpieces,326000,False,7y97mc3bZRFXzT2szRM4L4,2,0.270275,0.042879,-22.396,0.047264,57.763,"Nocturne No.1 in B flat minor, Op.9 No.1"
"Partita in B-Flat Major, BWV 825: IV. Sarabande",7HRbgpb696qbFwNJZkNSc6,"['Johann Sebastian Bach', 'James Rhodes']",Five,381546,False,5aIqB5nVVvmFsvSdExz408,2,0.425367,0.018099,-31.487,0.055943,129.464,"Partita in B-Flat Major, BWV 825: IV. Sarabande"
Sleep on It,3jZXgXcXX4UFtOJZGDabUt,['B Robin'],Sleep on It,210240,False,1HrQTLYfhM5innP6NioTQd,1,0.700133,0.867344,-3.962,0.047661,115.115,Sleep On It
B a noBody,56x414nNMB2h5llf3aEL04,['SOAK'],B a noBody,288140,False,4PLsMEk2DCRVlVL2a9aZAv,1,0.437472,0.26714,-10.296,0.031371,124.711,B a noBody
Xanax and Patron,6nEx6Or7mScLf7BaZ5WfV9,"['Berner', 'B-Real', 'Demrick']",Prohibition,208500,True,2lrtGWxNXWjd0JzDLKXubI,3,0.532301,0.808253,-4.52,0.180197,169.203,Xanax and Patron
Me Roar - Format:B Remix,1qTdVus86G3MhMFx6IPdx0,"['Super Flu', 'Monkey Safari']",Halle Saale Remixed,418972,False,1iZiG82D4w7FLHvOUUj4zW,2,0.555012,0.625579,-8.501,0.057295,124.001,Me Roar (Format:B Remix)
Swish,56plJtXaekLOQGxSaGQxwK,"['Stor', 'Linda Pira', 'Gee Dixon', 'Bamma B']",Swish,237680,False,4XLISC9SzRTcR34fosyMtw,4,0.65097,0.748762,-7.186,0.290629,75.122,Swish
Ooh Yeah,3d0Y8xhXEfwNY7ts4DI6H4,"['Stor & Aki', 'Bamma B']",Redline Is For The Children,253040,False,7od7WvFXOcePxvE5abwHt3,2,0.767373,0.826549,-4.536,0.345555,89.92,Ooh Yeah
American Dream Plan B,5TCq5VBFgZx6Pg3qeGqUE4,['Tom Petty And The Heartbreakers'],Hypnotic Eye,179426,False,4tX2TplrkIP4v05BNC903e,1,0.676372,0.612536,-4.8,0.046012,128.508,American Dream Plan B
Lover Like You,0KZK8rrdzRza3hSvpS2jZq,"['Gorgon City', 'Katy B']",Sirens (Deluxe),216840,False,4VNQWV2y1E97Eqo2D5UTjx,2,0.742531,0.745633,-6.833,0.039736,121.009,Lover Like You
Good Weed Bad B*tch,01iIIgdoDuKn3yaNguCMmG,['K CAMP'],IDT - The Mixtape,200591,True,5bgfj5zUoWpyeVatGDjn6H,1,0.576236,0.604731,-5.493,0.055566,120.062,Good Weed Bad B*tch
Memoirs,1NQiTMDjW5nQAs0Pq8fR59,['Rameses B'],Free Download,341681,False,06EfEcjc0vdvI6VNL0soIO,1,0.69316,0.507434,-10.838,0.11748,170.016,Memoirs
The Days - Henrik B Remix,77n1OPfD0HSj8jlfM7REQS,['Avicii'],The Days / Nights,236945,False,1vCWHaC5f2uS3yhpwWbIA6,1,0.58569,0.820419,-5.212,0.044943,126.968,The Days - Henrik B Remix
What Kind of Cool - QuestLove Remix,3VtoOb3SteJnXAJWHpVlK4,['Cody Chesnutt'],Landing On a Hundred: B Sides and Remixes,331240,False,3sO8muEXafy2NGwUZByrTr,1,0.607716,0.386545,-7.954,0.055509,145.241,What Kind of Cool (QuestLove Remix)
Bad B*tch,5DEY992nQtb7yfdWmwPH0T,"['French Montana', 'Jeremih']",Bad B*tch,244386,True,6vXTefBL93Dj5IqAWq6OTv,2,0.705532,0.639184,-7.756,0.132629,99.963,Bad B*tch
Spirit Walk,48hcfbdUGYo4VcJdytz1ug,['Rameses B'],Reborn,357818,False,06EfEcjc0vdvI6VNL0soIO,1,0.383115,0.649785,-7.411,0.057143,109.995,Spirit Walk
Fired (feat. J-Son),6wsDIYDJH7SwdFkKFZQIX7,"['B Robin', 'J-Son']",Fired (feat. J-Son),189386,False,1HrQTLYfhM5innP6NioTQd,2,0.637968,0.820169,-4.3,0.035467,139.988,Fired (feat. J-Son)
Grindin’ My Whole Life,4Hy5ziwOQiFc7UuxpTOdwx,"['HS87', 'N.No', 'B. Carr', 'Hit Boy', 'Big Hit', 'Audio Push', 'Bmacthequeen', 'Kent M$ney']",We The Plug,322093,True,6NUVKfz2xAi4mJJkGm6zyz,8,0.755723,0.636432,-6.195,0.173333,115.071,Grindin’ My Whole Life
Express Yourself (feat. Nicky Da B),3XdbNOzMb0TL6pBbtEpyqT,"['Diplo', 'Nicky Da B']",Random White Dude Be Everywhere,277546,True,5fMUXHkw8R8eOP2RNVYEZX,2,0.835107,0.938782,-3.093,0.248825,107.992,Express Yourself
Earth Calls,0hpCKdN3ap2MHXO6uv3Hsz,['Rameses B'],Reborn,298000,False,06EfEcjc0vdvI6VNL0soIO,1,0.548254,0.777598,-7.045,0.036152,140.043,Earth Calls
Ruckus In B Minor,4eJ0K6wkaAaHtvvIXeLWBF,['Wu-Tang Clan'],Ruckus In B Minor,324733,True,34EP7KEpOjXcM2TCat1ISk,1,0.483918,0.91334,-4.631,0.443675,92.715,Ruckus In B Minor
Ay Vamos,3toP91RkMRQw7M0bScJ4F9,['J Balvin'],La Familia B Sides,226413,False,1vyhD5VmyZ7KMfW5gqLgo5,1,0.714194,0.779195,-3.607,0.100616,173.925,Ay Vamos
Fanatica Sensual,1DrDfpOx4P4LMxFhtOmeyD,['Plan B'],Love and Sex,240200,False,2jSGzJw0ebJLu7OLVSOcBP,1,0.790768,0.847055,-3.657,0.049203,163.974,Fanática Sensual
Find Tomorrow (Ocarina) - Radio Edit,0AQlQOvoFhRJLPC1KwbKB7,"['Dimitri Vegas', 'Like Mike', 'Wolfp.a.c.k.', 'Katy B']",Find Tomorrow (Ocarina),188466,False,3h5YdLLrzyhjtN7lRgr682,4,0.659795,0.846663,-4.908,0.033991,129.962,Find Tomorrow (Ocarina) (Radio Edit)
Blind Heart - Didrick Remix,6iOsXeWXGg9RORSMd7uLaq,"['CAZZETTE', 'Terri B!']",Blind Heart (Remixes),242812,False,1IELhvOMg5VQlU7syRm6CS,2,0.647699,0.890085,-4.338,0.203201,127.936,Blind Heart (Didrick Remix)
Blind Heart - Radio Edit,3Wb4T8OJg4obJNBMUYgfPm,"['CAZZETTE', 'Terri B!']",Blind Heart (Radio Edit),197953,False,1IELhvOMg5VQlU7syRm6CS,2,0.721777,0.827163,-6.501,0.0659,121.896,Blind Heart (feat. Terri B!) [Radio Edit]
We Love,0t6VDQI1X5KtfO0X3mcPlj,['Rameses B'],We Love,272956,False,06EfEcjc0vdvI6VNL0soIO,1,0.567072,0.736229,-6.387,0.041555,173.959,We Love
Game of Thrones,4edhXXY2a6cqLA16IXGz9V,['Rameses B'],Game of Thrones,258037,False,06EfEcjc0vdvI6VNL0soIO,1,0.283111,0.73991,-8.982,0.067385,122.558,Game of Thrones
House Party - Radio Edit,73htmdTpGdBPAhHdpEblRU,"['DJ Antoine', 'Mad Mark', 'B Case', 'U-Jean']",House Party,206786,False,6yTYR09WCvsgdnurDW4WQo,4,0.667693,0.870946,-5.82,0.05342,127.97,House Party - Radio Edit
Get Down,0DFamsMKz79hP0V13t6HSb,['Tom B.'],Get Down,204414,False,6iClQdT3zvN5ejsyNhsL0U,1,0.643629,0.845104,-5.147,0.074162,127.763,Get Down
Crying for No Reason,4MutGO46F4aKOEjrS5UUkM,['Katy B'],Little Red (Deluxe),242146,False,5EUdiv20t58GCS09VMKk7M,1,0.664301,0.711817,-4.847,0.034295,111.976,Crying for No Reason
Ruckus In B Minor,0U7Hho5psdKZwyC8HMHxfq,['Wu-Tang Clan'],A Better Tomorrow,324733,True,34EP7KEpOjXcM2TCat1ISk,1,0.483918,0.91334,-4.631,0.443675,92.715,Ruckus In B Minor
I Don't Like to Wait,0FivEyKhQdWelC3OEuWWJS,['B Robin'],Under My Skin,191013,False,1HrQTLYfhM5innP6NioTQd,1,0.60018,0.623309,-6.483,0.056642,74.446,I Don't Like To Wait
Faded,44WG43lprS0ZO3zQEBBOEc,"['Berner', 'B-Real', 'Snoop Dogg', 'Vital']",Prohibition,273250,True,2lrtGWxNXWjd0JzDLKXubI,4,0.526717,0.749741,-6.247,0.300048,89.106,Faded
The '59 Sound (Acoustic),5AHv0V3AtBRxuf4ujAJytk,['The Gaslight Anthem'],The B-Sides,234773,False,7If8DXZN7mlGdQkLE2FaMo,1,0.371412,0.339572,-11.698,0.039424,92.264,The '59 Sound (Acoustic)
Choca,5E0gsHgrsCwG4FxTit0ltJ,['Plan B'],Love and Sex,220866,False,2jSGzJw0ebJLu7OLVSOcBP,1,0.859712,0.829394,-4.837,0.119616,88.006,Choca
In Your Eyes - Radio Edit,5RysAwRCRRV1hXk6DqsOPv,['Henrik B'],In Your Eyes (Radio Edit),216668,False,1qM7ddO1J0S7eGGnuVmEXn,1,0.602105,0.767283,-4.32,0.045997,128.021,In Your Eyes - Radio Edit
Stuck On a Feeling,467EtYDw801TKMxMtGCsFO,"['Prince Royce', 'Snoop Dogg']",Stuck On a Feeling,210343,False,3MHaV05u0io8fQbZ2XPtlC,2,0.815517,0.415413,-6.307,0.055931,100.022,Stuck On a Feeling
Let’s Go,4dKJg62KQiEc17sFjHhgVr,"['Ti\xc3\xabsto', 'Icona Pop']",A Town Called Paradise,202400,False,2o5jDhtHVPhrJdv3cEQ99Z,2,0.678251,0.931417,-3.104,0.056471,128.961,Let’s Go
Kul å vara full - Radio Edit,3CXbjxAXVGxaqPku5LBCWj,['Robbin & JP'],Kul å vara full,183643,False,20VnwoRNCNqGCRSrIwpNiU,1,0.723538,0.734819,-6.25,0.285939,127.921,Kul å vara full - Radio Edit
Edge Of A Revolution,6H8jEg2Rn2Dr2Tb0b8Ndw0,['Nickelback'],No Fixed Address,243053,True,6deZN1bslXzeGvOLaLMOIF,1,0.524144,0.966071,-3.335,0.043908,161.865,Edge Of A Revolution
A Little More,5g6QMEXgFeqJpVbhs4Z7Az,"['Kaskade', 'John Dahlb\xc3\xa4ck', 'Sansa']",A Little More,233232,False,6TQj5BFPooTa08A7pk8AQ1,3,0.435398,0.760084,-4.912,0.038634,127.911,A Little More
I Really Want It,27Xlqkl3rtEzAOaN4VM7zd,['A Great Big World'],Is There Anybody Out There?,202306,False,5xKp3UyavIBUsGy3DQdXeF,1,0.764083,0.810855,-5.786,0.035738,132.983,I Really Want It
A Long Time Ago,4amU151BcUJ8ZCtogTmPb3,['First Aid Kit'],Stay Gold,241333,False,21egYD1eInY6bGFcniCRT1,1,0.335319,0.231437,-7.517,0.030087,149.342,A Long Time Ago
More Than a Lover,6zqTVsSFsxwXlVIZDTcWUc,"['Style of Eye', 'Anna St\xc3\xa5hl']",Footprints,225120,True,5jXlKEXCqcJ7eHKJrFCFl9,2,0.648278,0.777765,-4.137,0.029361,127.995,More Than a Lover
The Prayer,546jptkBtmJ076SnwEg3fn,['Kid Cudi'],A Kid Named Cudi,200946,True,0fA0VVWsXO9YnASrzqfmYu,1,0.74943,0.673152,-7.832,0.140897,140.059,The Prayer
A Sky Full of Stars - Hardwell Remix,0WZVGXO8FYpK8v1IDxlOyE,['Coldplay'],A Sky Full Of Stars (Hardwell Remix),313124,False,4gzpq5DPGxSnKTe4SA8HAU,1,0.650149,0.562264,-6.625,0.031235,128.009,A Sky Full of Stars (Hardwell Remix)
R E A L,2cjXVAnbyKcddqr7IgpGWH,['LE YOUTH'],R E A L,205026,False,1Zz6NBe8UIZjm88TvehFtx,1,0.772115,0.768866,-6.387,0.137089,114.984,R E A L
I•M•A•M,7E8INxHvLDcUsGtQ8YS36r,['Silvana Imam'],I•M•A•M,203842,True,14vNE9iqS5eGAL6OogiN8g,1,0.541354,0.660357,-4.126,0.070638,107.763,I•M•A•M
Multiply,21tQ61tNj6qbXbDwmSIPt9,"['A$AP Rocky', 'Juicy J']",Multiply,223053,True,13ubrt8QOOCPljQ2FL1Kca,2,0.912998,0.719924,-4.427,0.179408,114.942,Multiply
Hideaway,51tUT1gHE30GQPhn1agudM,['Kiesza'],Sound Of A Woman,251986,False,4zxvC7CRGvggq9EWXOpwAo,1,0.853152,0.612846,-6.335,0.058639,122.986,Hideaway
Start A Fire,3Lfw1wlVtPbvRFeUaiILkY,"['Lil Wayne', 'Christina Milian']",Start A Fire,233146,True,55Aa2cqylxrFIXC767Z865,2,0.655867,0.86172,-4.579,0.158724,95.073,Start A Fire
Red Lights,015IsLQFXbEm0f541N2qoX,['Ti\xc3\xabsto'],A Town Called Paradise,262200,False,2o5jDhtHVPhrJdv3cEQ99Z,1,0.655846,0.818823,-4.792,0.038575,124.999,Red Lights
Hands On The Wheel (feat. A$AP Rocky),45WndcPa0crrZ98d6aPME0,"['Schoolboy Q', 'A$AP Rocky']",Schoolboy Q,201010,True,5IcR3N7QB1j6KBL8eImZ8m,2,0.453853,0.85355,-5.359,0.182567,127.891,Hands On The Wheel
Best Day Of My Life,5j9iuo3tMmQIfnEEQOOjxh,['American Authors'],"Oh, What A Life",194240,False,0MlOPi3zIDMVrfA9R04Fe3,1,0.664456,0.726447,-7.54,0.031923,100.014,Best Day Of My Life
"Black Pearl ""He's A Pirate"" - feat. Sidney Housen [Radio Edit]",4rfVYs5L7dCS5a3icH2brY,"['Rebel', 'Sidneyhousen']",Black Pearl,200624,False,3mcmXmpjr301UeCF2CRZLu,2,0.470276,0.927824,-3.793,0.035268,192.01,"Black Pearl ""He's A Pirate"" - Radio Edit"
Pretend,6phKkVuSzTNEriX3uciCb5,"['Tinashe', 'A$AP Rocky']",Aquarius,232786,True,0NIIxcxNHmOoyBx03SfTCD,2,0.457984,0.442041,-10.42,0.124651,122.394,Pretend
Just A Little Bit Of Your Heart,6EF9SuEEFvCrVyV98enq5v,['Ariana Grande'],My Everything (Deluxe),232586,False,66CXWjxzNUsdJxJ2JdwvnR,1,0.441199,0.326403,-5.901,0.027245,77.94,Just A Little Bit Of Your Heart
Only Love Can Hurt Like This,62ke5zFUJN6RvtXZgVH0F8,['Paloma Faith'],A Perfect Contradiction Outsiders' Edition (Deluxe),232893,False,4fwuXg6XQHfdlOdmw36OHa,1,0.567017,0.884904,-4.519,0.09535,91.017,Only Love Can Hurt Like This
In A Week,64LJIgigkKPqqgnSO4bPR3,"['Hozier', 'Karen Cowley']",Hozier (Deluxe),318493,False,2FXC3k01G6Gw61bmprjgqS,2,0.464625,0.268723,-12.14,0.031135,131.391,In A Week
I'm Not The Only One,1W3AIFwnsDJBXtktxILhC0,"['Sam Smith', 'A$AP Rocky']",I'm Not The Only One,222329,False,2wY79sveU1sp5g7SokKOiI,2,0.716748,0.498574,-7.123,0.047795,81.995,I'm Not The Only One
Wasted,2CAK2t1reUgPK6OMgAMURB,"['Ti\xc3\xabsto', 'Matthew Koma']",A Town Called Paradise,190013,False,2o5jDhtHVPhrJdv3cEQ99Z,2,0.64188,0.741291,-8.165,0.036518,111.975,Wasted
Like a Drum - The Chainsmokers Remix,6El4guLHqCd3PG9X9yJRSz,['Guy Sebastian'],Like a Drum,201647,False,5PjekOABtfU2Kwo0AHVmci,1,0.639741,0.911138,-2.49,0.030952,126.053,Like a Drum (The Chainsmokers Remix)
Once Upon a Dream,6swBtLlqbXVbtVFeHZnI5X,['Lana Del Rey'],"Once Upon a Dream (from ""Maleficent"") [Original Motion Picture Soundtrack]",203080,False,00FQb4jTyendYWaN8pK0wa,1,0.281401,0.333472,-14.24,0.036895,118.866,Once Upon a Dream
A Place Like This,1jRHh8JcdUV9zTiAmyzhU9,['Majid Jordan'],A Place Like This,261543,False,4HzKw8XcD0piJmDrrPRCYk,1,0.56734,0.44258,-11.359,0.059691,133.642,A Place Like This
U Got a Message,0I6p2wBkz42f7ykmI8RKaS,['Magic Trix'],U Got a Message,285150,False,3o8QoDLsHa5l5g2WQthUQX,1,0.668287,0.918885,-5.671,0.038333,128.023,Message
Man on a Wire,4b30rxe4kxjNl8YpE17Sew,['The Script'],No Sound Without Silence,245466,False,3AQRLZ9PuTAozP28Skbq8V,1,0.387505,0.836293,-3.548,0.035764,180.073,Man on a Wire
Rise Like A Phoenix,0fvafkeEoF6Y9gGLK3Wnu3,['Conchita Wurst'],Rise Like A Phoenix,181989,False,1TGdxJ3UvFq055SVjwx49v,1,0.33469,0.536513,-6.791,0.028864,81.377,Rise Like A Phoenix
Hell Of A Night,2RK1IiAjWdl6VQYsCKf3k9,['Schoolboy Q'],Oxymoron (Deluxe),272453,True,5IcR3N7QB1j6KBL8eImZ8m,1,0.649034,0.830638,-7.212,0.156381,124.029,Hell Of A Night
Buy A Heart,6CiZFgpDbKfkot1pAgczdp,"['Nicki Minaj', 'Meek Mill']",The Pinkprint (International Deluxe Explicit),255466,True,0hCNtLu0JehylgoiP8L4Gh,2,0.558826,0.448082,-10.41,0.197293,119.842,Buy A Heart
A Sky Full of Stars,0FDzzruyVECATHXKHFs9eJ,['Coldplay'],Ghost Stories,268466,False,4gzpq5DPGxSnKTe4SA8HAU,1,0.542656,0.565531,-9.055,0.027773,125.005,A Sky Full of Stars
When A Fire Starts To Burn,47EMbBZPg4OBe6m1fijQzj,['Disclosure'],Settle (Special Edition),283705,False,6nS5roXSAGhTGr34W6n7Et,1,0.864767,0.724117,-7.39,0.249658,124.001,When A Fire Starts To Burn
I Am A River,1jH0OiLvqyyhUOEUu61XPI,['Foo Fighters'],Sonic Highways,428520,False,7jy3rLJdDQY21OgRLCZ9sD,1,0.200825,0.623852,-5.59,0.032842,165.937,I Am A River
Like a Drum,5hRtcfljrPHKNIwI2tmTzN,['Guy Sebastian'],Like a Drum,182133,False,5PjekOABtfU2Kwo0AHVmci,1,0.681575,0.846016,-2.34,0.030942,130.077,Like a Drum
Build a Girl,4UIRJayTEkfmBr6RT2NKlb,['The Fooo Conspiracy'],Off the Grid,185080,False,5PldDs8KtXMy0KZ6due44x,1,0.811068,0.711445,-4.874,0.105156,105.986,Build a Girl
Say Something,6Vc5wAMmXdKIAM7WUoEb7N,"['A Great Big World', 'Christina Aguilera']",Is There Anybody Out There?,229400,False,5xKp3UyavIBUsGy3DQdXeF,2,0.518834,0.156305,-7.543,0.035548,139.997,Say Something
Skippin A Beat,1LzUePK6959M55BQiOFw9g,['Zara Larsson'],1,163861,False,1Xylc3o4UrD53lo9CvFvVg,1,0.691061,0.685867,-3.279,0.078363,125.083,Skippin A Beat
I'm A Mess,0xCA70t1ZA4fa9UOE0lIJm,['Ed Sheeran'],x (Deluxe Edition),244573,False,6eUKZXaKkcviH0Ku9w2n3V,1,0.697427,0.377256,-7.755,0.039657,138.754,I'm A Mess
Say Something,5BIMB67xASWCpxK15rzVnX,['Ti\xc3\xabsto'],A Town Called Paradise,288395,False,2o5jDhtHVPhrJdv3cEQ99Z,1,0.763418,0.728383,-8.393,0.038361,119.99,Say Something
Not a Bad Thing,1A2UmLDZzDmpdzUjEkCc3z,['Justin Timberlake'],Not a Bad Thing,266533,True,31TPClRtHm23RisEBtV3X7,1,0.386313,0.716044,-6.298,0.123555,85.148,Not a Bad Thing
Ja ä inte bitter,2PEmBHSJO6jewBOFmUpbdE,"['Rolandz', 'Tony Rickardsson']",Ja ä inte bitter,242546,False,6cYpGRwsphKMAdkYw2KuXS,2,0.602826,0.944279,-4.947,0.054773,130.005,Ja ä inte bitter
A Sky Full of Stars,6HFbq7cewJ7rPiffV0ciil,['Coldplay'],A Sky Full Of Stars,268466,False,4gzpq5DPGxSnKTe4SA8HAU,1,0.542656,0.565531,-9.055,0.027773,125.005,A Sky Full of Stars
Light Years Away,3pF1vsGZViOGidoMfUvElA,"['Ti\xc3\xabsto', 'DBX']",A Town Called Paradise,223147,False,2o5jDhtHVPhrJdv3cEQ99Z,2,0.520347,0.92688,-3.846,0.106575,127.972,Light Years Away
Once in a Lifetime,1dD1aarWotVIiFo5gGdMc2,['One Direction'],FOUR (Deluxe),158320,False,4AK6F7OLvEQ5QYCBNiQWHq,1,0.554394,0.334933,-5.513,0.028096,133.709,Once in a Lifetime
You're Never Fully Dressed Without a Smile (2014 Film Version),0IjQeHaDwRljTnROP955YG,['Sia'],You're Never Fully Dressed Without a Smile (2014 Film Version),190373,False,5WUlDfRSoLAfcVSX1WnrxN,1,0.491112,0.966683,-4.859,0.286596,100.529,You're Never Fully Dressed Without a Smile (2014 Film Version)
Try to Make a Fire Burn Again,6rKfnpSyHhdVrukCPZT3hK,['Dawn Landes'],Bluebird,182374,False,1wvqnNcuPa2TpcFvfh3co5,1,0.471826,0.170267,-16.424,0.02784,84.299,Try to Make a Fire Burn Again
Take A Bite (Original mix),52cRLiiZBhRGvzQvQgbFcT,['Vigiland'],Take A Bite (Original Mix),197831,False,3tLYpanVDomWAZqF82NPds,1,0.7976,0.726266,-5.107,0.071347,128.001,Take A Bite (Original Mix)
Engel,4oh4LNSZDU1O9G4BfgDUsN,"['Admiral P', 'Nico D']",Selvtillit & tro,187840,False,2P87oRX5tCFl1PYQRbPCPD,2,0.64392,0.68443,-4.213,0.201141,82.184,Engel
Really Love,2RcanAJpudPNDkyIe9DzKS,"[""D'Angelo""]",Black Messiah,344346,False,336vr2M3Va0FjyvB55lJEd,1,0.638062,0.394945,-11.299,0.100106,78.516,Really Love
What I've Waited for (feat. D. Brown),6CmoMGWcT6ZaaJFy1agSVG,"['Vicetone', 'D. Brown']",Monstercat 020 - Altitude,221901,False,0daugAjUgbJSqdlyYNwIbT,2,0.533131,0.779921,-3.299,0.048726,127.95,What I've Waited for (feat. D. Brown)
Betray My Heart,3RXr49TkL3wYHB7JJTnyn5,"[""D'Angelo""]",Black Messiah,355333,False,336vr2M3Va0FjyvB55lJEd,1,0.795838,0.435549,-11.169,0.219859,105.707,Betray My Heart
"Orchestral Suite No. 3 in D Major, BWV 1068: II. Air",0S8Z5UHjl1IlYaJpjCOOG6,['Joshua Bell'],"II. Air from Orchestral Suite No. 3 in D Major, BWV 1068",292413,False,3Ka1nDpDzxDveEqUPzIeom,1,0.186647,0.249897,-16.156,0.039419,90.676,"Orchestral Suite No. 3 in D Major, BWV 1068: II. Air"
All of the Stars,3ALOLLBTNINpyRbBJ7riUk,['Jon D'],All of the Stars,234400,False,5HCypjplgh5uQezvBpOfXN,1,0.507588,0.217967,-16.282,0.031409,149.668,All of the Stars
Liberate,1hLcbNJewMOsvk1K4PUR0p,['Eric Prydz'],Liberate,313388,False,5sm0jQ1mq0dusiLtDJ2b4R,1,0.507344,0.882553,-5.44,0.035763,126.999,Liberate
Liberate - Lane 8 Remix,2dS4msyWQOmGCXQiSPCdHB,['Eric Prydz'],Liberate (Remixes),314840,False,5sm0jQ1mq0dusiLtDJ2b4R,1,0.720027,0.525614,-9.568,0.042564,120.966,Liberate (Lane 8 Remix)
minipops 67 [120.2][source field mix],6kzLbNxsJidjc80Nw3uZVg,['Aphex Twin'],Syro,287586,False,6kBDZFXuLrZgHnvmPu9NsG,1,0.707397,0.734596,-10.796,0.045251,120.185,minipops 67 [120.2][source field mix]
Hela mig,4uJhciJPrTCMYvi7KvmZ7U,"['Nenne Mehari', 'Tredje \xc3\x96gat', 'Antonio D']",Tusen tack och pistoler,239913,False,6rY7BnlEpTaKcTSORE1ueW,3,0.605466,0.838768,-6.094,0.076867,95.024,Hela mig
Prayer,6YOM2xqlJEdy35htURX7DS,"[""D'Angelo""]",Black Messiah,272933,False,336vr2M3Va0FjyvB55lJEd,1,0.689825,0.601666,-8.43,0.088675,82.85,Prayer
The Door,10772yYCkLuadtiVAcHkk2,"[""D'Angelo""]",Black Messiah,188120,False,336vr2M3Va0FjyvB55lJEd,1,0.82991,0.363535,-12.166,0.185278,82.023,The Door
The Hunt - Radio Edit,1MIgJFf65E7NpulRoeTAlt,"['Ran-D', 'E-Life']",Ran-D ft. E-Life - The Hunt (Official Intents Festival Anthem 2014),246724,False,7IeovKzVkfcG9mIJGNzTcT,2,0.272955,0.962992,-1.72,0.115694,149.826,The Hunt - Official Intents Festival Anthem 2014 Radio Edit
Bouncin On My D*ck,3xJj1mU7B83yop2dA03Smk,"['Tyga', 'Dash D Cadet']",#BitchImTheShit,195056,True,5LHRHt1k9lMyONurDHEdrp,2,0.926366,0.474105,-9.604,0.429366,95.962,Bouncin on My Dick
It's After Dark,4zDMIOycxDHIyIwPXjGnsc,['D-A-D'],DISN30LAND AF30R D30K,231200,False,2I6gQ8HicF6er2NgjfkwGd,1,0.429807,0.714478,-6.684,0.037318,125.66,It´s After Dark
